created_at|id|text|user|lang|label
Sun Jun 06 16:14:05 +0000 2021|1.4015731158937928e+18|Here's a radical idea: majority rule. Not a single Republican voted to provide a $1,400 direct payment to the worki… https://t.co/TqWpBtimuj|216776631.0|en|Democratic Party
Sat Jun 05 00:29:00 +0000 2021|1.4009728894116454e+18|"You know, let me give Mitch McConnell credit — he is being very honest in saying that ""100%"" of his focus is on sto… https://t.co/Ve6T5edqzG"|216776631.0|en|Democratic Party
Fri Jun 04 15:46:00 +0000 2021|1.400841271963525e+18|"What stimulus checks meant for the American people: 
⬇️ financial instability fell by 43% 
⬇️ families' food shorta… https://t.co/XmmHOkWist"|216776631.0|en|Democratic Party
Fri Jun 04 14:16:00 +0000 2021|1.400818622759465e+18|Unfettered capitalism is CEO compensation skyrocketing by 940% since 1978 while the typical worker's pay has inched… https://t.co/aTOu1Epw3p|216776631.0|en|Democratic Party
Fri Jun 04 01:49:00 +0000 2021|1.4006306338237153e+18|Time is running out. This is no time to nibble around the edges. Now is the time to go big and to pass legislation… https://t.co/fu9FV0c5eJ|216776631.0|en|Democratic Party
Wed Jun 02 22:13:00 +0000 2021|1.4002138877823222e+18|"States where Republicans have introduced voter suppression bills:
AK
AL
AR
AZ
CA
CO
CT
FL
GA
HI
IA
ID
IL
IN
KS
KY
L… https://t.co/SgE6ziUP7Y"|216776631.0|en|Democratic Party
Tue Jun 01 19:14:00 +0000 2021|1.3998064531379487e+18|For most Americans, there is a vast disconnect between the reality of their lives and what is talked about in Washi… https://t.co/7oRbOkoxdG|216776631.0|en|Democratic Party
Mon May 31 17:08:46 +0000 2021|1.3994125523716833e+18|I have had the opportunity of visiting U.S. military cemeteries in North Africa and England. Row after row of grave… https://t.co/i3MfbvnbfH|216776631.0|en|Democratic Party
Mon May 31 15:58:14 +0000 2021|1.399394801519321e+18|Congratulations to Democrats in Texas for protecting democracy and the right to vote. Let's see if Democrats in the… https://t.co/XwMiISANWV|216776631.0|en|Democratic Party
Sun May 30 21:16:59 +0000 2021|1.399112627637338e+18|Poverty is not just doing without luxuries. It is a death sentence. At a time when income and wealth inequality is… https://t.co/8ixeXAQkHj|216776631.0|en|Democratic Party
Fri May 28 14:56:00 +0000 2021|1.3982919740425748e+18|"The American people want action, not never-ending ""negotiations"" and obstructionism, and they will not come out and… https://t.co/IgqlYRCNJ4"|216776631.0|en|Democratic Party
Thu May 27 17:52:00 +0000 2021|1.397973877821776e+18|"Democracy in America means one person, one vote.
It does not mean billionaires buying elections.
It does not mean s… https://t.co/whneULb89b"|216776631.0|en|Democratic Party
Thu May 27 15:39:00 +0000 2021|1.397940407443415e+18|Nearly half of all seniors over the age of 75 have hearing loss. Yet in America today, 75% of seniors who need hear… https://t.co/4e5pulYraT|216776631.0|en|Democratic Party
Wed May 26 13:04:00 +0000 2021|1.3975390130204385e+18|Jeff Bezos is the richest guy on the planet. He's gotten $86 billion richer since the start of the COVID pandemic.… https://t.co/bmqrKkcWaZ|216776631.0|en|Democratic Party
Tue May 25 14:15:00 +0000 2021|1.3971944936492032e+18|I think most working class Americans understand that for the last 40 years, what the government has done is cater t… https://t.co/UvbLW0EM4i|216776631.0|en|Democratic Party
Sun May 23 15:25:11 +0000 2021|1.396487379440087e+18|When Mitch McConnell, the Senate Republican Leader, tells us his job is to oppose 100% of President Biden's agenda,… https://t.co/4h2Q5bqMSu|216776631.0|en|Democratic Party
Sat May 22 01:06:30 +0000 2021|1.3959088954790543e+18|We’ve recently seen disturbing antisemitic attacks and a troubling rise in Islamophobia. If you are committed to a… https://t.co/2vvuzEH085|216776631.0|en|Democratic Party
Fri May 21 16:32:00 +0000 2021|1.39577941828352e+18|I hear my Republican colleagues going on about a 'labor shortage' in this country. Well, in Pennsylvania and elsewh… https://t.co/qLvk1KwvuD|216776631.0|en|Democratic Party
Thu May 20 17:20:00 +0000 2021|1.3954291099253023e+18|Congratulations to the workers who fought courageously for this HUGE victory. Congress must follow Rhode Island’s l… https://t.co/WKlL0dTyq4|216776631.0|en|Democratic Party
Thu May 20 16:44:00 +0000 2021|1.395420050010501e+18|On issue after issue, Republicans are seeing that the American people overwhelmingly support a progressive agenda.… https://t.co/piYlWaI33C|216776631.0|en|Democratic Party
Wed May 19 14:58:00 +0000 2021|1.3950309866652099e+18|If McDonald's can afford to pay its CEO over $10 million in compensation and spend billions on stock buybacks to aw… https://t.co/XW3bmUxs3X|216776631.0|en|Democratic Party
Tue May 18 20:15:00 +0000 2021|1.394748374461698e+18|Over the course of the pandemic, the average corporate CEO has seen their pay explode by some 29%. The median worke… https://t.co/aYJkduMtw1|216776631.0|en|Democratic Party
Tue May 18 16:33:00 +0000 2021|1.3946925062695035e+18|Republicans in state after state are attempting to starve people back to work by trying to do away with supplementa… https://t.co/BnOXfyiYL3|216776631.0|en|Democratic Party
Mon May 17 00:15:00 +0000 2021|1.394083996653564e+18|The problem is not a labor shortage in this country. The problem is that in state after state, workers are being as… https://t.co/NspAO0N9jk|216776631.0|en|Democratic Party
Sun May 16 16:52:20 +0000 2021|1.393972598237696e+18|The devastation in Gaza is unconscionable. We must urge an immediate ceasefire. The killing of Palestinians and Isr… https://t.co/V2m2Ye2SkF|216776631.0|en|Democratic Party
Sun May 16 01:01:42 +0000 2021|1.393733361643008e+18|"Tax breaks Republicans want to provide by repealing the estate tax:

–$88 billion to the Walton family

–$71 billio… https://t.co/nU5pmWBEaC"|216776631.0|en|Democratic Party
Sat May 15 19:33:38 +0000 2021|1.393650800027652e+18|Healthcare is a human right, not a job benefit.  A major step forward toward Medicare for All is to negotiate presc… https://t.co/FWAg9bFfQD|216776631.0|en|Democratic Party
Sat May 15 17:31:27 +0000 2021|1.3936200516731658e+18|The Republicans know they can't win fair elections. That's why, in dozens of states, they're suppressing the vote,… https://t.co/YidrMaFg3w|216776631.0|en|Democratic Party
Fri May 14 14:52:00 +0000 2021|1.393217537387729e+18|Do you know of anyone who can live on $7.25 an hour? No, you don't, because it is a starvation wage. We've got to e… https://t.co/ReEWb8NKuh|216776631.0|en|Democratic Party
Thu May 13 22:18:31 +0000 2021|1.3929675179125678e+18|Unfettered capitalism is Jeff Bezos buying a $500 million, 416-foot super yacht with a helipad after working overti… https://t.co/YO8R7nOFNu|216776631.0|en|Democratic Party
Thu May 13 18:40:00 +0000 2021|1.392912527252607e+18|Eid Mubarak to all our Muslim neighbors across the country and all over the world.|216776631.0|en|Democratic Party
Thu May 13 15:54:00 +0000 2021|1.392870752093827e+18|How are we going to pay to rebuild our nation's crumbling infrastructure? Republicans want to raise taxes on workin… https://t.co/uVjpulmJhN|216776631.0|en|Democratic Party
Thu May 13 14:08:41 +0000 2021|1.3928442505183683e+18|McDonald’s is raising wages because thousands of courageous workers marched in the streets and demanded dignity on… https://t.co/TmJnCBbp5M|216776631.0|en|Democratic Party
Wed May 12 20:07:00 +0000 2021|1.3925720338553324e+18|At a time when we see so many of our nation's needs going unmet, we have got to ask ourselves: why are we spending… https://t.co/gJK61yQFrq|216776631.0|en|Democratic Party
Tue May 11 15:27:00 +0000 2021|1.392139181527343e+18|75% of seniors with hearing loss don't have a hearing aid because of the cost. 65% have no dental insurance and no… https://t.co/cEwpS4dwtQ|216776631.0|en|Democratic Party
Sun May 09 17:49:11 +0000 2021|1.3914501904192184e+18|The political debate in the U.S. now is not over the economy, healthcare, climate, racial justice, etc. The real is… https://t.co/qukdLODR6W|216776631.0|en|Democratic Party
Sat May 08 16:52:09 +0000 2021|1.3910734486765363e+18|I do not think we should allow ourselves to grow comfortable with the fact that 719 billionaires now own 4 times mo… https://t.co/09zIsOleax|216776631.0|en|Democratic Party
Fri May 07 13:47:30 +0000 2021|1.3906645895960576e+18|If you're a billionaire in America today, you probably got a lot richer since the start of the pandemic. Meanwhile,… https://t.co/FqwVBXK4DF|216776631.0|en|Democratic Party
Thu May 06 22:15:39 +0000 2021|1.3904300853003346e+18|The goal of vaccines is to save lives and crush the pandemic, not increase drug company profits. I applaud the Pres… https://t.co/TcDtLOWXEH|216776631.0|en|Democratic Party
Thu May 06 14:15:00 +0000 2021|1.390309123128955e+18|My message to the workers of this country is this: you do not have to work for starvation wages. You do not have to… https://t.co/mOYNUJcJ0q|216776631.0|en|Democratic Party
Wed May 05 16:05:00 +0000 2021|1.3899744178753823e+18|Mitch McConnell fights every day for the needs of the wealthy and powerful. I view the world a bit differently. I w… https://t.co/QE9CDEpk1K|216776631.0|en|Democratic Party
Tue May 04 20:43:00 +0000 2021|1.389681990689968e+18|The debate now with the Republican Party is not over health care. It's not over education. It's not over climate. I… https://t.co/7ZWdlvmkGD|216776631.0|en|Democratic Party
Tue May 04 18:28:00 +0000 2021|1.389648016722731e+18|Larry Krasner’s grassroots campaign in 2017 for District Attorney of Philadelphia sparked a wave of progressive cri… https://t.co/tVkTQlxyTx|216776631.0|en|Democratic Party
Tue May 04 15:40:00 +0000 2021|1.3896057381425234e+18|To say that dental care, hearing aids, and eyeglasses should be a part of Medicare makes all the sense in the world… https://t.co/NvWOfZy1PI|216776631.0|en|Democratic Party
Mon May 03 21:50:05 +0000 2021|1.3893364878299054e+18|You know what? At a time of massive income and wealth inequality, maybe, just maybe, government should represent th… https://t.co/TRkUnFuSGq|216776631.0|en|Democratic Party
Mon May 03 12:33:56 +0000 2021|1.3891965245219348e+18|In Mitch McConnell’s world, if you are a multi-billionaire campaign contributor it's okay to receive a $1.4 billion… https://t.co/bXmeH61jFy|216776631.0|en|Democratic Party
Sun May 02 20:48:42 +0000 2021|1.3889586485593416e+18|The difference in ideology between Senator McConnell and myself, between the Republican Party and the progressive m… https://t.co/tQTbLodZ8E|216776631.0|en|Democratic Party
Sun May 02 20:40:29 +0000 2021|1.3889565809100923e+18|In my view, if Senator McConnell could use the reconciliation process to give tax breaks to billionaires, we can us… https://t.co/ozPPvrJVAj|216776631.0|en|Democratic Party
Sun May 02 20:38:00 +0000 2021|1.388955956546052e+18|"The question that I think people should be asking is why is Mitch McConnell doing what he is doing?

The answer is… https://t.co/gDlS9Pu8qP"|216776631.0|en|Democratic Party
Sun May 02 20:35:23 +0000 2021|1.3889553001374228e+18|We are the only major country on earth not to guarantee health care for all. Mitch McConnell's 'solution' to that w… https://t.co/mjuUmPnjha|216776631.0|en|Democratic Party
Sun May 02 20:17:06 +0000 2021|1.3889506978619474e+18|Let’s be clear: it’s not just the American Rescue Plan that Mitch McConnell opposed. He is leading the effort again… https://t.co/A7V9vgfo6c|216776631.0|en|Democratic Party
Sun May 02 20:16:00 +0000 2021|1.3889504200479457e+18|"I want the American people to remember this.
When they hear some Republican touting this or that part of the Americ… https://t.co/nq1hF9ZTpA"|216776631.0|en|Democratic Party
Sun May 02 20:10:34 +0000 2021|1.3889490557206282e+18|Mitch McConnell has been working overtime to represent the needs of the wealthy and the powerful and to undermine t… https://t.co/U1qqizZFVq|216776631.0|en|Democratic Party
Sun May 02 20:00:01 +0000 2021|1.3889463982766408e+18|This has been the worst and most painful year in the modern history of our country. But not everyone has been hurti… https://t.co/EyE644CyVV|216776631.0|en|Democratic Party
Sun May 02 19:52:06 +0000 2021|1.3889444070098412e+18|Our vision is that the government should represent ALL of the people, not just the 1%. The foundations of governmen… https://t.co/0U0hXd4otZ|216776631.0|en|Democratic Party
Sun May 02 19:43:25 +0000 2021|1.3889422229770772e+18|I view the world a little bit differently than Mitch McConnell. I'm LIVE in Kentucky NOW laying out why we need a g… https://t.co/JStbVHIga6|216776631.0|en|Democratic Party
Sun May 02 19:39:31 +0000 2021|1.388941238414549e+18|"""We are rallying here because we want everybody to have health care. Nobody should have to ration their insulin lik… https://t.co/fYxOPuAsRq"|216776631.0|en|Democratic Party
Sun May 02 19:37:12 +0000 2021|1.3889406582123151e+18|"""We don't face difficulty because we don't work hard enough, or because we don't pray enough. There's a system at p… https://t.co/1er3nFYjRw"|216776631.0|en|Democratic Party
Sun May 02 19:31:07 +0000 2021|1.3889391253452022e+18|"""Corporate America has been waging an all out war on working people. Throughout this pandemic, these companies have… https://t.co/5anPL4pwct"|216776631.0|en|Democratic Party
Sun May 02 19:24:52 +0000 2021|1.388937554389504e+18|"""In so many ways, more and more people are recognizing that the wheels are coming off our country, and that the rid… https://t.co/lRXcckwEXs"|216776631.0|en|Democratic Party
Sun May 02 19:15:37 +0000 2021|1.3889352261859942e+18|"""Many of us are just a paycheck away from a disaster. We soon learned that in this pandemic, it wasn't the CEOs tha… https://t.co/1ooKSOFl10"|216776631.0|en|Democratic Party
Sun May 02 19:07:19 +0000 2021|1.388933137367851e+18|Sen. Mitch McConnell represents the needs of the wealthy and the powerful. I’m LIVE in Kentucky NOW to talk about a… https://t.co/cBhS0BPeN9|216776631.0|en|Democratic Party
Sun May 02 14:13:17 +0000 2021|1.3888591387473756e+18|I am on my way to Kentucky to give a major address at 2:30 p.m. ET about the future of our country and the choices… https://t.co/NvzjJ3mY7p|216776631.0|en|Democratic Party
Sat May 01 19:27:00 +0000 2021|1.3885757009032888e+18|When you go to the boss alone, you don't have a whole lot of power. But when workers organize, when they stand toge… https://t.co/NkyVxKQryr|216776631.0|en|Democratic Party
Sat May 01 14:41:29 +0000 2021|1.388503849246339e+18|Here is the truth: we have had class warfare in this country for decades and decades. The rich have gotten richer,… https://t.co/PeAzYLVijD|216776631.0|en|Democratic Party
Fri Apr 30 17:05:00 +0000 2021|1.388177577983058e+18|We can have our differences of opinion — that's fine, that's what democracy is all about. But it is just outrageous… https://t.co/cZ8XNdwJRs|216776631.0|en|Democratic Party
Fri Apr 30 15:02:00 +0000 2021|1.3881466242249687e+18|At the same time its CEO is compensated to the tune of $10.5 MILLION a year, Churchill Downs is refusing modest pay… https://t.co/ZBoPTlQuZn|216776631.0|en|Democratic Party
Thu Apr 29 21:03:00 +0000 2021|1.387875084694483e+18|Here's the truth: the pharmaceutical industry in the United States has never lost a political struggle. They can ch… https://t.co/klxLxkmdTX|216776631.0|en|Democratic Party
Thu Apr 29 20:32:00 +0000 2021|1.387867283079549e+18|The young people of America are, without a doubt, the most progressive generation in the history of this country. W… https://t.co/QZZ1J2qk1A|216776631.0|en|Democratic Party
Thu Apr 29 19:03:00 +0000 2021|1.387844885844222e+18|At a time of massive income and wealth inequality, when the top 1% owns more wealth than the bottom 92%, and when b… https://t.co/mdzXDawx4p|216776631.0|en|Democratic Party
Thu Apr 29 16:28:00 +0000 2021|1.3878058783976776e+18|Working families are right now living in more desperation than at any time since the Great Depression. Join me and… https://t.co/gUKJcpFVu0|216776631.0|en|Democratic Party
Thu Apr 29 15:45:00 +0000 2021|1.3877950575503892e+18|Some 50 or 60 years ago, you could attend major public colleges and universities in America virtually tuition-free.… https://t.co/eZaMvNSEgO|216776631.0|en|Democratic Party
Thu Apr 29 14:44:03 +0000 2021|1.3877797202013594e+18|The American people should not be made to pay the highest prices on the planet for prescription drugs.|216776631.0|en|Democratic Party
Wed Apr 28 20:44:02 +0000 2021|1.3875079250449285e+18|I stand with the UAW Local 2069 workers in Dublin, Virginia striking for a living wage and job security. Volvo shou… https://t.co/oFEmQs6hmw|216776631.0|en|Democratic Party
Wed Apr 28 16:46:59 +0000 2021|1.3874482699329905e+18|I stand in solidarity with @GSOCUAW graduate workers at NYU who are on strike for living wages, affordable health c… https://t.co/VVGqWA0AOe|216776631.0|en|Democratic Party
Tue Apr 27 13:50:49 +0000 2021|1.3870415483622564e+18|No, I do not stay up at night worrying about the 1% and the billionaire class. It is time for the wealthy and large… https://t.co/LwIRLZb5Zg|216776631.0|en|Democratic Party
Mon Apr 26 01:14:22 +0000 2021|1.3864887904878633e+18|Let's bring the world together and take on the existential threat of climate change. https://t.co/JZiv7EDRqz|216776631.0|en|Democratic Party
Sun Apr 25 20:37:59 +0000 2021|1.3864192378334372e+18|"A $15 minimum wage is supported by:

89% of African Americans

87% of Democrats

76% of Latino Americans

73% of As… https://t.co/70MoN7EpRd"|216776631.0|en|Democratic Party
Sun Apr 25 18:09:00 +0000 2021|1.3863817443544596e+18|This is the richest country in the history of the world — aging in America should not mean having to choose between… https://t.co/w8fC9Rc2yD|216776631.0|en|Democratic Party
Sat Apr 24 16:14:00 +0000 2021|1.3859904157325148e+18|If we can afford billions of dollars in corporate welfare to corporations who are destroying the planet, then yes,… https://t.co/BjdjQFK1SQ|216776631.0|en|Democratic Party
Sat Apr 24 12:06:51 +0000 2021|1.385928221108093e+18|This is a pivotal moment. Now is the time to stand up to the greed of the fossil fuel industry, and make sure our k… https://t.co/x8crsVo6sR|216776631.0|en|Democratic Party
Fri Apr 23 23:42:00 +0000 2021|1.3857407708675645e+18|"Weeks of paid maternity leave offered to workers:
🇬🇧: 39
🇮🇪: 26
🇦🇺: 18
🇩🇰: 18
🇫🇮: 17.5 
🇨🇦: 17
🇫🇷: 16
🇨🇭: 14
🇮🇸: 13… https://t.co/JVF5PA3xKP"|216776631.0|en|Democratic Party
Fri Apr 23 20:41:00 +0000 2021|1.3856952207009137e+18|What would tuition-free, debt-free higher education mean for you and your family?|216776631.0|en|Democratic Party
Thu Apr 22 22:34:00 +0000 2021|1.3853612703086756e+18|The U.S. already spends more on the military than the next 12 nations combined. Instead of increasing the bloated P… https://t.co/4bbp79uq7W|216776631.0|en|Democratic Party
Thu Apr 22 19:53:45 +0000 2021|1.385320942839214e+18|Our grandchildren will ask us what we did to stop the climate crisis. How will we answer?|216776631.0|en|Democratic Party
Thu Apr 22 14:31:25 +0000 2021|1.385239824576258e+18|We need a Green New Deal.|216776631.0|en|Democratic Party
Wed Apr 21 21:20:00 +0000 2021|1.384980259725009e+18|I happen to believe that getting an education should not leave you in crippling debt for decades.|216776631.0|en|Democratic Party
Tue Apr 20 17:41:00 +0000 2021|1.3845627587550495e+18|I'm proud to endorse Teri Castillo for San Antonio City Council and Luke Amphlett for San Antonio School Board Trus… https://t.co/WnCVWQ60sN|216776631.0|en|Democratic Party
Tue Apr 20 13:26:00 +0000 2021|1.3844985856230072e+18|We must ask ourselves, what does it mean to age with dignity? If you're unable to hear your partner's voice, or una… https://t.co/tzqd6lXG5s|216776631.0|en|Democratic Party
Mon Apr 19 17:36:00 +0000 2021|1.3841991124097188e+18|A great country is judged by how it treats the vulnerable. We must expand Medicare to cover eyeglasses, dental care… https://t.co/iW1xXrR7cU|216776631.0|en|Democratic Party
Sat Apr 17 22:43:30 +0000 2021|1.3835517216416276e+18|For most of history, this country led the world in infrastructure. From the railroad to the interstate highway syst… https://t.co/uNF1RVlalA|216776631.0|en|Democratic Party
Sat Apr 17 20:22:28 +0000 2021|1.3835162304520806e+18|I stand with the @seiuhcpa hospital workers in Tunkhannock, Pennsylvania who are demanding safe staffing levels and… https://t.co/sKJZjJSuhM|216776631.0|en|Democratic Party
Sat Apr 17 18:37:30 +0000 2021|1.3834898137524183e+18|More than half of older Americans say they've avoided going to the dentist because of the cost, while 1 in 5 Americ… https://t.co/mC0WMLhUEB|216776631.0|en|Democratic Party
Fri Apr 16 15:34:00 +0000 2021|1.383081246742352e+18|"Cost to manufacture 1 vial of insulin: Around $6
Cost of 1 vial of insulin for consumers:
🇫🇷: $9
🇩🇪: $11
🇯🇵: $14
🇦🇺… https://t.co/ffXQ3tepc0"|216776631.0|en|Democratic Party
Thu Apr 15 22:35:30 +0000 2021|1.3828249319567073e+18|Now is the time to think big, not small — that means restoring the corporate tax rate to 35%, cracking down on offs… https://t.co/5mSnedIdPN|216776631.0|en|Democratic Party
Thu Apr 15 16:24:00 +0000 2021|1.3827314416253133e+18|I happen to believe that when you talk about infrastructure, you've got to talk about human infrastructure. Educati… https://t.co/IjKcXjR8Ou|216776631.0|en|Democratic Party
Thu Apr 15 01:08:00 +0000 2021|1.3825009226479985e+18|20 years of war is enough. 2,500 brave men and women losing their lives is enough. The expenditure of $2 trillion i… https://t.co/1sDa4eXTZJ|216776631.0|en|Democratic Party
Wed Apr 14 18:59:15 +0000 2021|1.3824081241963889e+18|I applaud President Biden for making the right decision to withdraw U.S. troops from Afghanistan and bring an end t… https://t.co/hGWBjntkSD|216776631.0|en|Democratic Party
Wed Apr 14 18:44:01 +0000 2021|1.3824042925151437e+18|If we end dozens of tax loopholes, subsidies and other special interest giveaways to big oil, coal and gas companie… https://t.co/ezLOChe31j|216776631.0|en|Democratic Party
Wed Apr 14 00:01:18 +0000 2021|1.382121750717141e+18|Infrastructure means that when mom and dad go to work, their children have high quality child care at a cost working families can afford.|216776631.0|en|Democratic Party
Tue Apr 13 21:15:36 +0000 2021|1.382080048971268e+18|Congratulations to the Urban Institute and Brookings staff for for organizing @UrbanInst_Union and @BrookingsUnion… https://t.co/ci6i6gPNKq|216776631.0|en|Democratic Party
Tue Apr 13 19:10:33 +0000 2021|1.3820485815578173e+18|Ramadan Mubarak to all our Muslim friends. May it be a month of much peace and joy.|216776631.0|en|Democratic Party
Tue Apr 13 18:04:29 +0000 2021|1.382031953516454e+18|Have you or a loved one ever delayed seeing a dentist because of the cost?|216776631.0|en|Democratic Party
Tue Apr 13 14:00:18 +0000 2021|1.3819705048153784e+18|It is time to expand Medicare to include dental care, eyeglasses, and hearing aids.|216776631.0|en|Democratic Party
Mon Apr 12 16:37:21 +0000 2021|1.3816476388446003e+18|In America, 75% of seniors who need hearing aids don’t have one. Why? The average hearing aid costs more than $2,40… https://t.co/wOMyFU2Fag|216776631.0|en|Democratic Party
Sun Apr 11 16:43:03 +0000 2021|1.381286683820327e+18|Workers are not simply cogs in a machine. They are not robots. They are human beings who should have some say about… https://t.co/SB3x91QqgF|216776631.0|en|Democratic Party
Sat Apr 10 17:24:21 +0000 2021|1.380934690979332e+18|We need to broaden our definition of infrastructure. It is, of course, bricks and mortar. But it is also human infr… https://t.co/R1Cyy26lYX|216776631.0|en|Democratic Party
Fri Apr 09 19:42:56 +0000 2021|1.3806071782104842e+18|The willingness of Amazon workers in Bessemer to take on the wealthiest man in the world and a powerful company in… https://t.co/wEI3ftsAVI|216776631.0|en|Democratic Party
Thu Apr 08 14:44:00 +0000 2021|1.380169560742105e+18|The majority of billionaires have gotten richer since the start of the pandemic. Let me repeat that: 86% of billion… https://t.co/0BDVSdou2k|216776631.0|en|Democratic Party
Wed Apr 07 13:02:00 +0000 2021|1.379781504172241e+18|It is no great secret that wages have been stagnant in America for many decades. The rich are getting richer, while… https://t.co/5uVI7d3j3u|216776631.0|en|Democratic Party
Wed Apr 07 02:00:15 +0000 2021|1.3796149690928456e+18|The U.S. ranks 39th in the world in life expectancy. Yes. Rebuilding our infrastructure is not just roads and bridg… https://t.co/x7RMDSatHW|216776631.0|en|Democratic Party
Tue Apr 06 19:22:00 +0000 2021|1.379514745795924e+18|The Republican Party is now trying to appeal to the working class with racist politics, with homophobic politics, a… https://t.co/U5Y2FrKX8G|216776631.0|en|Democratic Party
Tue Apr 06 17:04:00 +0000 2021|1.3794800177223475e+18|All over this country, what Republicans are doing is trying to protect their own interests by making it harder for… https://t.co/oauUTSajvO|216776631.0|en|Democratic Party
Tue Apr 06 15:00:00 +0000 2021|1.3794488121466798e+18|"What is infrastructure in this country:
✅ roads
✅ bridges
✅ our energy grid
✅ broadband
✅ childcare
✅ dental, visio… https://t.co/QHvqV0kyNw"|216776631.0|en|Democratic Party
Mon Apr 05 19:41:00 +0000 2021|1.379157139588051e+18|When a working class family can't find quality, affordable childcare, that's human infrastructure. When a senior ca… https://t.co/wCxwFAxmOj|216776631.0|en|Democratic Party
Mon Apr 05 18:48:00 +0000 2021|1.379143801785217e+18|In so many ways, we are behind many other countries throughout the world in providing for working class families, t… https://t.co/aQDnd1zuWZ|216776631.0|en|Democratic Party
Mon Apr 05 16:41:00 +0000 2021|1.3791118412305572e+18|The time is long overdue to finally make the wealthy pay their fair share of taxes in this country. https://t.co/1mjxPDRqOn|216776631.0|en|Democratic Party
Sun Apr 04 22:52:47 +0000 2021|1.3788430184558756e+18|Today, some 53 years on from the day of his assassination, let us not forget for a moment where Rev. Dr. Martin Lut… https://t.co/VpqWX7hgWR|216776631.0|en|Democratic Party
Sun Apr 04 01:15:37 +0000 2021|1.378516575406465e+18|"Cost to consumers:

Nike Air Max 270s: $150

Dish Network basic package: $64.99

FedEx ""large"" box delivery: $20.00… https://t.co/OXv2DaLcXz"|216776631.0|en|Democratic Party
Sat Apr 03 23:04:56 +0000 2021|1.378483685922644e+18|We can no longer tolerate a rigged system that allows FedEx to pay nothing in federal income taxes for 3 straight y… https://t.co/AzYnLYL0mi|216776631.0|en|Democratic Party
Fri Apr 02 16:05:15 +0000 2021|1.3780156837458248e+18|If you paid $120 for a pair of Nike Air Force 1 shoes, you paid more to Nike than it paid in federal income taxes o… https://t.co/Q5MQsujFYQ|216776631.0|en|Democratic Party
Thu Apr 01 20:20:00 +0000 2021|1.377717403111596e+18|I want you to think about an America in which we have an explosion of union membership. That's our job — together,… https://t.co/xARhHA6DmP|216776631.0|en|Democratic Party
Wed Mar 31 16:03:00 +0000 2021|1.3772903395143803e+18|Right now, there are 253 bills in state legislatures that restrict voting rights in 43 states. Losing an election s… https://t.co/ZGJb3rRT0N|216776631.0|en|Democratic Party
Wed Mar 31 14:05:00 +0000 2021|1.3772606435903693e+18|We can build an economy that works for all and not just the few — but it will take all of us. Power rests with peop… https://t.co/srCRn0YrjM|216776631.0|en|Democratic Party
Wed Mar 31 00:16:18 +0000 2021|1.3770520947300188e+18|Good. Marijuana should be legal nationwide. All marijuana convictions must be expunged. It is absurd and idiotic th… https://t.co/Qm6uxXyMHr|216776631.0|en|Democratic Party
Tue Mar 30 16:44:00 +0000 2021|1.376938268957274e+18|Amazon workers in Alabama are sick and tired of being treated like robots. They are standing up and fighting back,… https://t.co/jyJX7BjPpd|216776631.0|en|Democratic Party
Tue Mar 30 14:23:49 +0000 2021|1.3769029926166364e+18|In 1978, the top 0.1% owned about 7% of the nation’s wealth. In 2019, the latest year of data available, they own nearly 20%.|216776631.0|en|Democratic Party
Mon Mar 29 23:22:29 +0000 2021|1.3766761639810908e+18|I’m proud to endorse Mayor @ChokweALumumba for reelection because he is a consistent fighter for the working famili… https://t.co/8Dj1DFWqeT|216776631.0|en|Democratic Party
Mon Mar 29 20:53:00 +0000 2021|1.3766385438298726e+18|Over the course of the pandemic, tens of millions of Americans are out of work. 10 million are behind on rent. 22 m… https://t.co/8zk05PcN4l|216776631.0|en|Democratic Party
Mon Mar 29 14:22:00 +0000 2021|1.3765401456424428e+18|My question for Amazon’s Jeff Bezos is simple: When you have so much money, more money than can be spent in a milli… https://t.co/QpV6l9aPUl|216776631.0|en|Democratic Party
Mon Mar 29 01:37:15 +0000 2021|1.3763476912114483e+18|Jeff Bezos, worth $180 billion, is getting nervous. He's afraid that if Amazon workers in Alabama vote to unionize,… https://t.co/ADOOGnzree|216776631.0|en|Democratic Party
Sun Mar 28 15:32:59 +0000 2021|1.3761956211205693e+18|"“The way that we work, it's meant to mentally break you down."" 
https://t.co/4i4MJiy111"|216776631.0|en|Democratic Party
Sun Mar 28 00:06:18 +0000 2021|1.3759624134141501e+18|I spoke for a few minutes yesterday with Amazon workers in Alabama. They told me about the heat, the absurd breaks,… https://t.co/3uMcQrBK2e|216776631.0|en|Democratic Party
Sat Mar 27 21:09:19 +0000 2021|1.375917873986736e+18|What Amazon workers in Alabama are doing takes real courage. They are standing up, not only for themselves and thei… https://t.co/AR3OLjKfQ0|216776631.0|en|Democratic Party
Sat Mar 27 16:46:24 +0000 2021|1.3758517117687112e+18|The only way we are going to rebuild the disappearing middle class in America – the only way – is to rebuild the tr… https://t.co/QFbzRvdWeL|216776631.0|en|Democratic Party
Sat Mar 27 16:07:19 +0000 2021|1.3758418729214403e+18|If Amazon workers prevail in forming a union in Alabama, they'll do it in Mississippi. They’ll do it in Tennessee.… https://t.co/NNCE26HLkg|216776631.0|en|Democratic Party
